scope,strategy,exposure_rate,long_rate,short_rate,cumulative_return,annualised_return,sharpe_ratio,max_drawdown,turnover
full_history,quantile_asym_ls_L0.20_S0.40,0.6002380952380952,0.20023809523809524,0.4,-0.9225570876117553,-0.1987500959137778,-0.3538113125078313,-0.9727748699244129,0.2102515424774561
full_history,quantile_asym_ls_L0.20_S0.30,0.5002380952380953,0.20023809523809524,0.3,-0.8471525530102787,-0.15014727118697124,-0.2908472017408235,-0.9727209077608673,0.201233981964879
full_history,quantile_asym_ls_L0.20_S0.20,0.4002380952380952,0.20023809523809524,0.2,-0.6370621824489735,-0.0840444268432382,-0.18957614335100345,-0.9526013642953067,0.1684859990507831
full_history,quantile_asym_ls_L0.20_S0.10,0.30023809523809525,0.20023809523809524,0.1,0.2864732031610546,0.022058747195404127,0.05989628451666938,-0.7107451579598197,0.14475557664926436
full_history,quantile_asym_ls_L0.20_S0.05,0.25023809523809526,0.20023809523809524,0.05,1.7180992068988945,0.09047155556118347,0.3055899135804436,-0.6369088614062748,0.12339819648789749
full_history,quantile_asym_ls_L0.20_S0.02,0.22023809523809523,0.20023809523809524,0.02,1.0320082591945172,0.0633378798816584,0.23573874920400456,-0.4523513222768785,0.10915994304698623
full_history,quantile_asym_ls_L0.10_S0.50,0.6,0.1,0.5,-0.915668038037173,-0.192813860415758,-0.34146930581555424,-0.9827891618056653,0.18699572852396773
full_history,quantile_asym_ls_L0.10_S0.40,0.5,0.1,0.4,-0.9091003469205717,-0.18755348099426428,-0.3543040800661569,-0.9702863358889607,0.17750355956336022
full_history,quantile_asym_ls_L0.10_S0.30,0.4,0.1,0.3,-0.8205932670017877,-0.13827148350289142,-0.2875926944192079,-0.9771656699881681,0.1684859990507831
full_history,quantile_asym_ls_L0.10_S0.20,0.3,0.1,0.2,-0.5739968876764491,-0.07124492223959711,-0.17745729823680714,-0.9593162778365758,0.13573801613668723
full_history,quantile_asym_ls_L0.10_S0.10,0.2,0.1,0.1,0.510015109931079,0.036340930767729374,0.11476692921632023,-0.7665577404539077,0.11200759373516848
full_history,quantile_asym_ls_L0.10_S0.05,0.15,0.1,0.05,2.1904052588300886,0.10570973534259132,0.46233244512821725,-0.6142755621702657,0.09065021357380161
full_history,quantile_asym_ls_L0.10_S0.02,0.12,0.1,0.02,1.3850968425529993,0.07819689541432773,0.4075117382322687,-0.3636116017888636,0.07641196013289037
full_history,quantile_asym_ls_L0.05_S0.50,0.55,0.05,0.5,-0.9372272207894098,-0.21319390839190577,-0.3872107279171242,-0.9846071487347338,0.1608922638822971
full_history,quantile_asym_ls_L0.05_S0.40,0.45,0.05,0.4,-0.9323385378418052,-0.20806634441374705,-0.40454425590863546,-0.9693453753624492,0.1514000949216896
full_history,quantile_asym_ls_L0.05_S0.30,0.35,0.05,0.3,-0.8664579955538783,-0.16002863175827575,-0.3447457609342418,-0.9724224278403155,0.14238253440911247
full_history,quantile_asym_ls_L0.05_S0.20,0.25,0.05,0.2,-0.6829031521323092,-0.09469437474456355,-0.24824274385034106,-0.950747061682388,0.10963455149501661
full_history,quantile_asym_ls_L0.05_S0.10,0.15,0.05,0.1,0.12398482015798695,0.010175122346426813,0.0349807303236857,-0.6950099252085661,0.08590412909349786
full_history,quantile_asym_ls_L0.05_S0.05,0.1,0.05,0.05,1.374788872967569,0.07779248509646775,0.40646020084333834,-0.5082201818124753,0.064546748932131
full_history,quantile_asym_ls_L0.05_S0.02,0.07,0.05,0.02,0.775354847779419,0.05097429658774777,0.3503436688897921,-0.22919063237209306,0.05030849549121975
